Date,zone,centre,Price
02-07-97,4,HYDERABAD,80
02-07-97,4,VIJAYAWADA,145
02-07-97,4,BANGALORE,60
02-07-97,4,THIRUVANANTHAPURAM,91
02-07-97,4,ERNAKULAM,91
02-07-97,4,CHENNAI,125
02-07-97,4,MADURAI,120
02-07-97,4,PONDICHERRY,88
09-07-97,1,HISAR,80
09-07-97,1,KARNAL,70
09-07-97,1,SHIMLA,110
09-07-97,1,MANDI,110
09-07-97,1,AMRITSAR,90
09-07-97,1,LUDHIANA,NA
09-07-97,1,LUCKNOW,85
09-07-97,1,KANPUR,80
09-07-97,1,CHANDIGARH,64
09-07-97,1,DELHI,90
09-07-97,2,AHMEDABAD,100
09-07-97,2,RAJKOT,82.5
09-07-97,2,PANAJI,70
09-07-97,2,BHOPAL,60
09-07-97,2,INDORE,80
09-07-97,2,MUMBAI,92
09-07-97,2,NAGPUR,76
09-07-97,2,JAIPUR,80
09-07-97,2,JODHPUR,80
09-07-97,3,GUWAHATI,NA
09-07-97,3,PATNA,NA
09-07-97,3,SHILLONG,73
09-07-97,3,AIZAWL,80
09-07-97,3,BHUBANESHWAR,90
09-07-97,3,CUTTACK,70
09-07-97,3,KOLKATA,60
09-07-97,3,AGARTALA,60
09-07-97,4,HYDERABAD,80
09-07-97,4,VIJAYAWADA,145
09-07-97,4,BANGALORE,60
09-07-97,4,THIRUVANANTHAPURAM,80
09-07-97,4,ERNAKULAM,70
09-07-97,4,CHENNAI,125
09-07-97,4,MADURAI,120
09-07-97,4,PONDICHERRY,NA
16-07-97,1,HISAR,80
16-07-97,1,KARNAL,70
16-07-97,1,SHIMLA,110
16-07-97,1,MANDI,110
16-07-97,1,AMRITSAR,90
16-07-97,1,LUDHIANA,75
16-07-97,1,LUCKNOW,85
16-07-97,1,KANPUR,80
16-07-97,1,CHANDIGARH,64
16-07-97,1,DELHI,90
16-07-97,2,AHMEDABAD,100
16-07-97,2,RAJKOT,82.5
16-07-97,2,PANAJI,70
16-07-97,2,BHOPAL,65
16-07-97,2,INDORE,75
16-07-97,2,MUMBAI,92
16-07-97,2,NAGPUR,76
16-07-97,2,JAIPUR,80
16-07-97,2,JODHPUR,80
16-07-97,3,GUWAHATI,60
16-07-97,3,PATNA,70
16-07-97,3,SHILLONG,73
16-07-97,3,AIZAWL,80
16-07-97,3,BHUBANESHWAR,90
16-07-97,3,CUTTACK,75
16-07-97,3,KOLKATA,60
16-07-97,3,AGARTALA,60
16-07-97,4,HYDERABAD,80
16-07-97,4,VIJAYAWADA,145
16-07-97,4,BANGALORE,65
16-07-97,4,THIRUVANANTHAPURAM,91
16-07-97,4,ERNAKULAM,91
16-07-97,4,CHENNAI,122
16-07-97,4,MADURAI,110
16-07-97,4,PONDICHERRY,88
23-07-97,1,HISAR,85
23-07-97,1,KARNAL,70
23-07-97,1,SHIMLA,110
23-07-97,1,MANDI,118
23-07-97,1,AMRITSAR,90
23-07-97,1,LUDHIANA,75
23-07-97,1,LUCKNOW,85
23-07-97,1,KANPUR,80
23-07-97,1,CHANDIGARH,64
23-07-97,1,DELHI,90
23-07-97,2,AHMEDABAD,100
23-07-97,2,RAJKOT,82.5
23-07-97,2,PANAJI,70
23-07-97,2,BHOPAL,65
23-07-97,2,INDORE,75
23-07-97,2,MUMBAI,92
23-07-97,2,NAGPUR,76
23-07-97,2,JAIPUR,80
23-07-97,2,JODHPUR,80
23-07-97,3,GUWAHATI,60
23-07-97,3,PATNA,70
23-07-97,3,SHILLONG,120
23-07-97,3,AIZAWL,74
23-07-97,3,BHUBANESHWAR,90
23-07-97,3,CUTTACK,70
23-07-97,3,KOLKATA,60
23-07-97,3,AGARTALA,60
23-07-97,4,HYDERABAD,80
23-07-97,4,VIJAYAWADA,145
23-07-97,4,BANGALORE,60
23-07-97,4,THIRUVANANTHAPURAM,91
23-07-97,4,ERNAKULAM,91
23-07-97,4,CHENNAI,125
23-07-97,4,MADURAI,120
23-07-97,4,PONDICHERRY,88
30-07-97,1,HISAR,85
30-07-97,1,KARNAL,70
30-07-97,1,SHIMLA,110
30-07-97,1,MANDI,118
30-07-97,1,AMRITSAR,100
30-07-97,1,LUDHIANA,75
30-07-97,1,LUCKNOW,85
30-07-97,1,KANPUR,80
30-07-97,1,CHANDIGARH,64
30-07-97,1,DELHI,90
30-07-97,2,AHMEDABAD,100
30-07-97,2,RAJKOT,82.5
30-07-97,2,PANAJI,70
30-07-97,2,BHOPAL,65
30-07-97,2,INDORE,65
30-07-97,2,MUMBAI,110
30-07-97,2,NAGPUR,76
30-07-97,2,JAIPUR,80
30-07-97,2,JODHPUR,80
30-07-97,3,GUWAHATI,60
30-07-97,3,PATNA,70
30-07-97,3,SHILLONG,120
30-07-97,3,AIZAWL,74
30-07-97,3,BHUBANESHWAR,90
30-07-97,3,CUTTACK,70
30-07-97,3,KOLKATA,60
30-07-97,3,AGARTALA,60
30-07-97,4,HYDERABAD,80
30-07-97,4,VIJAYAWADA,145
30-07-97,4,BANGALORE,65
30-07-97,4,THIRUVANANTHAPURAM,86
30-07-97,4,ERNAKULAM,80
30-07-97,4,CHENNAI,125
30-07-97,4,MADURAI,120
30-07-97,4,PONDICHERRY,98
06-08-97,1,HISAR,90
06-08-97,1,KARNAL,70
06-08-97,1,SHIMLA,110
06-08-97,1,MANDI,118
06-08-97,1,AMRITSAR,100
06-08-97,1,LUDHIANA,72
06-08-97,1,LUCKNOW,85
06-08-97,1,KANPUR,80
06-08-97,1,CHANDIGARH,64
06-08-97,1,DELHI,85
06-08-97,2,AHMEDABAD,100
06-08-97,2,RAJKOT,82.5
06-08-97,2,PANAJI,70
06-08-97,2,BHOPAL,65
06-08-97,2,INDORE,65
06-08-97,2,MUMBAI,110
06-08-97,2,NAGPUR,76
06-08-97,2,JAIPUR,80
06-08-97,2,JODHPUR,80
06-08-97,3,GUWAHATI,60
06-08-97,3,PATNA,NA
06-08-97,3,SHILLONG,120
06-08-97,3,AIZAWL,74
06-08-97,3,BHUBANESHWAR,90
06-08-97,3,CUTTACK,70
06-08-97,3,KOLKATA,60
06-08-97,3,AGARTALA,60
06-08-97,4,HYDERABAD,80
06-08-97,4,VIJAYAWADA,145
06-08-97,4,BANGALORE,60
06-08-97,4,THIRUVANANTHAPURAM,95
06-08-97,4,ERNAKULAM,91
06-08-97,4,CHENNAI,125
06-08-97,4,MADURAI,120
06-08-97,4,PONDICHERRY,98
13-08-97,1,HISAR,85
13-08-97,1,KARNAL,70
13-08-97,1,SHIMLA,110
13-08-97,1,MANDI,119
13-08-97,1,AMRITSAR,100
13-08-97,1,LUDHIANA,72
13-08-97,1,LUCKNOW,90
13-08-97,1,KANPUR,80
13-08-97,1,CHANDIGARH,64
13-08-97,1,DELHI,85
13-08-97,2,AHMEDABAD,100
13-08-97,2,RAJKOT,80
13-08-97,2,PANAJI,70
13-08-97,2,BHOPAL,65
13-08-97,2,INDORE,65
13-08-97,2,MUMBAI,110
13-08-97,2,NAGPUR,76
13-08-97,2,JAIPUR,80
13-08-97,2,JODHPUR,80
13-08-97,3,GUWAHATI,60
13-08-97,3,PATNA,NA
13-08-97,3,SHILLONG,80
13-08-97,3,AIZAWL,74
13-08-97,3,BHUBANESHWAR,90
13-08-97,3,CUTTACK,70
13-08-97,3,KOLKATA,60
13-08-97,3,AGARTALA,60
13-08-97,4,HYDERABAD,80
13-08-97,4,VIJAYAWADA,145
13-08-97,4,BANGALORE,60
13-08-97,4,THIRUVANANTHAPURAM,95
13-08-97,4,ERNAKULAM,91
13-08-97,4,CHENNAI,125
13-08-97,4,MADURAI,120
13-08-97,4,PONDICHERRY,98
20-08-97,1,HISAR,85
20-08-97,1,KARNAL,70
20-08-97,1,SHIMLA,110
20-08-97,1,MANDI,119
20-08-97,1,AMRITSAR,100
20-08-97,1,LUDHIANA,72
20-08-97,1,LUCKNOW,90
20-08-97,1,KANPUR,80
20-08-97,1,CHANDIGARH,64
20-08-97,1,DELHI,85
20-08-97,2,AHMEDABAD,100
20-08-97,2,RAJKOT,82.5
20-08-97,2,PANAJI,76
20-08-97,2,BHOPAL,65
20-08-97,2,INDORE,65
20-08-97,2,MUMBAI,110
20-08-97,2,NAGPUR,76
20-08-97,2,JAIPUR,80
20-08-97,2,JODHPUR,80
20-08-97,3,GUWAHATI,60
20-08-97,3,PATNA,NA
20-08-97,3,SHILLONG,80
20-08-97,3,AIZAWL,74
20-08-97,3,BHUBANESHWAR,90
20-08-97,3,CUTTACK,70
20-08-97,3,KOLKATA,60
20-08-97,3,AGARTALA,60
20-08-97,4,HYDERABAD,80
20-08-97,4,VIJAYAWADA,145
20-08-97,4,BANGALORE,60
20-08-97,4,THIRUVANANTHAPURAM,86
20-08-97,4,ERNAKULAM,91
20-08-97,4,CHENNAI,125
20-08-97,4,MADURAI,120
20-08-97,4,PONDICHERRY,98
27-08-97,1,HISAR,85
27-08-97,1,KARNAL,70
27-08-97,1,SHIMLA,110
27-08-97,1,MANDI,119
27-08-97,1,AMRITSAR,100
27-08-97,1,LUDHIANA,87
27-08-97,1,LUCKNOW,80
27-08-97,1,KANPUR,80
27-08-97,1,CHANDIGARH,64
27-08-97,1,DELHI,85
27-08-97,2,AHMEDABAD,100
27-08-97,2,RAJKOT,82.5
27-08-97,2,PANAJI,NA
27-08-97,2,BHOPAL,65
27-08-97,2,INDORE,65
27-08-97,2,MUMBAI,110
27-08-97,2,NAGPUR,76
27-08-97,2,JAIPUR,80
27-08-97,2,JODHPUR,80
27-08-97,3,GUWAHATI,60
27-08-97,3,PATNA,NA
27-08-97,3,SHILLONG,80
27-08-97,3,AIZAWL,74
27-08-97,3,BHUBANESHWAR,90
27-08-97,3,CUTTACK,70
27-08-97,3,KOLKATA,60
27-08-97,3,AGARTALA,60
27-08-97,4,HYDERABAD,80
27-08-97,4,VIJAYAWADA,150
27-08-97,4,BANGALORE,60
27-08-97,4,THIRUVANANTHAPURAM,86
27-08-97,4,ERNAKULAM,91
27-08-97,4,CHENNAI,125
27-08-97,4,MADURAI,120
27-08-97,4,PONDICHERRY,98
03-09-97,1,HISAR,85
03-09-97,1,KARNAL,70
03-09-97,1,SHIMLA,120
03-09-97,1,MANDI,120
03-09-97,1,AMRITSAR,100
03-09-97,1,LUDHIANA,87
03-09-97,1,LUCKNOW,80
03-09-97,1,KANPUR,80
03-09-97,1,CHANDIGARH,64
03-09-97,1,DELHI,85
03-09-97,2,AHMEDABAD,100
03-09-97,2,RAJKOT,82.5
03-09-97,2,PANAJI,76
03-09-97,2,BHOPAL,65
03-09-97,2,INDORE,65
03-09-97,2,MUMBAI,110
03-09-97,2,NAGPUR,76
03-09-97,2,JAIPUR,80
03-09-97,2,JODHPUR,80
03-09-97,3,GUWAHATI,60
03-09-97,3,PATNA,NA
03-09-97,3,SHILLONG,80
03-09-97,3,AIZAWL,74
03-09-97,3,BHUBANESHWAR,90
03-09-97,3,CUTTACK,70
03-09-97,3,KOLKATA,60
03-09-97,3,AGARTALA,60
03-09-97,4,HYDERABAD,80
03-09-97,4,VIJAYAWADA,150
03-09-97,4,BANGALORE,60
03-09-97,4,THIRUVANANTHAPURAM,95
03-09-97,4,ERNAKULAM,95
03-09-97,4,CHENNAI,125
03-09-97,4,MADURAI,120
03-09-97,4,PONDICHERRY,98
10-09-97,1,HISAR,85
10-09-97,1,KARNAL,70
10-09-97,1,SHIMLA,120
10-09-97,1,MANDI,120
10-09-97,1,AMRITSAR,100
10-09-97,1,LUDHIANA,87
10-09-97,1,LUCKNOW,80
10-09-97,1,KANPUR,80
10-09-97,1,CHANDIGARH,64
10-09-97,1,DELHI,90
10-09-97,2,AHMEDABAD,105
10-09-97,2,RAJKOT,80
10-09-97,2,PANAJI,76
10-09-97,2,BHOPAL,80
10-09-97,2,INDORE,65
10-09-97,2,MUMBAI,100
10-09-97,2,NAGPUR,85
10-09-97,2,JAIPUR,80
10-09-97,2,JODHPUR,85
10-09-97,3,GUWAHATI,60
10-09-97,3,PATNA,70
10-09-97,3,SHILLONG,80
10-09-97,3,AIZAWL,NA
10-09-97,3,BHUBANESHWAR,90
10-09-97,3,CUTTACK,75
10-09-97,3,KOLKATA,90
10-09-97,3,AGARTALA,60
10-09-97,4,HYDERABAD,70
10-09-97,4,VIJAYAWADA,80
10-09-97,4,BANGALORE,60
10-09-97,4,THIRUVANANTHAPURAM,95
10-09-97,4,ERNAKULAM,95
10-09-97,4,CHENNAI,127
10-09-97,4,MADURAI,120
10-09-97,4,PONDICHERRY,108
17-09-97,1,HISAR,85
17-09-97,1,KARNAL,70
17-09-97,1,SHIMLA,120
17-09-97,1,MANDI,120
17-09-97,1,AMRITSAR,90
17-09-97,1,LUDHIANA,75
17-09-97,1,LUCKNOW,80
17-09-97,1,KANPUR,80
17-09-97,1,CHANDIGARH,64
17-09-97,1,DELHI,92
17-09-97,2,AHMEDABAD,100
17-09-97,2,RAJKOT,80
17-09-97,2,PANAJI,NA
17-09-97,2,BHOPAL,80
17-09-97,2,INDORE,85
17-09-97,2,MUMBAI,100
17-09-97,2,NAGPUR,85
17-09-97,2,JAIPUR,85
17-09-97,2,JODHPUR,85
17-09-97,3,GUWAHATI,60
17-09-97,3,PATNA,70
17-09-97,3,SHILLONG,80
17-09-97,3,AIZAWL,NA
17-09-97,3,BHUBANESHWAR,90
17-09-97,3,CUTTACK,70
17-09-97,3,KOLKATA,90
17-09-97,3,AGARTALA,60
17-09-97,4,HYDERABAD,80
17-09-97,4,VIJAYAWADA,80
17-09-97,4,BANGALORE,60
17-09-97,4,THIRUVANANTHAPURAM,95
17-09-97,4,ERNAKULAM,91
17-09-97,4,CHENNAI,127
17-09-97,4,MADURAI,120
17-09-97,4,PONDICHERRY,108
24-09-97,1,HISAR,80
24-09-97,1,KARNAL,70
24-09-97,1,SHIMLA,120
24-09-97,1,MANDI,120
24-09-97,1,AMRITSAR,100
24-09-97,1,LUDHIANA,72
24-09-97,1,LUCKNOW,80
24-09-97,1,KANPUR,80
24-09-97,1,CHANDIGARH,64
24-09-97,1,DELHI,92
24-09-97,2,AHMEDABAD,105
24-09-97,2,RAJKOT,80
24-09-97,2,PANAJI,80
24-09-97,2,BHOPAL,80
24-09-97,2,INDORE,85
24-09-97,2,MUMBAI,100
24-09-97,2,NAGPUR,85
24-09-97,2,JAIPUR,85
24-09-97,2,JODHPUR,85
24-09-97,3,GUWAHATI,60
24-09-97,3,PATNA,70
24-09-97,3,SHILLONG,80
24-09-97,3,AIZAWL,NA
24-09-97,3,BHUBANESHWAR,90
24-09-97,3,CUTTACK,70
24-09-97,3,KOLKATA,90
24-09-97,3,AGARTALA,60
24-09-97,4,HYDERABAD,80
24-09-97,4,VIJAYAWADA,80
24-09-97,4,BANGALORE,60
24-09-97,4,THIRUVANANTHAPURAM,95
24-09-97,4,ERNAKULAM,95
24-09-97,4,CHENNAI,135
24-09-97,4,MADURAI,125
24-09-97,4,PONDICHERRY,108
01-10-97,1,HISAR,80
01-10-97,1,KARNAL,70
01-10-97,1,SHIMLA,120
01-10-97,1,MANDI,120
01-10-97,1,AMRITSAR,100
01-10-97,1,LUDHIANA,72
01-10-97,1,LUCKNOW,85
01-10-97,1,KANPUR,80
01-10-97,1,CHANDIGARH,64
01-10-97,1,DELHI,92
01-10-97,2,AHMEDABAD,105
01-10-97,2,RAJKOT,80
01-10-97,2,PANAJI,80
01-10-97,2,BHOPAL,80
01-10-97,2,INDORE,85
01-10-97,2,MUMBAI,100
01-10-97,2,NAGPUR,85
01-10-97,2,JAIPUR,85
01-10-97,2,JODHPUR,85
01-10-97,3,GUWAHATI,60
01-10-97,3,PATNA,70
01-10-97,3,SHILLONG,80
01-10-97,3,AIZAWL,NA
01-10-97,3,BHUBANESHWAR,90
01-10-97,3,CUTTACK,70
01-10-97,3,KOLKATA,90
01-10-97,3,AGARTALA,60
01-10-97,4,HYDERABAD,80
01-10-97,4,VIJAYAWADA,80
01-10-97,4,BANGALORE,60
01-10-97,4,THIRUVANANTHAPURAM,94.5
01-10-97,4,ERNAKULAM,95
01-10-97,4,CHENNAI,135
01-10-97,4,MADURAI,125
01-10-97,4,PONDICHERRY,108
08-10-97,1,HISAR,80
08-10-97,1,KARNAL,70
08-10-97,1,SHIMLA,118
08-10-97,1,MANDI,120
08-10-97,1,AMRITSAR,100
08-10-97,1,LUDHIANA,72
08-10-97,1,LUCKNOW,85
08-10-97,1,KANPUR,80
08-10-97,1,CHANDIGARH,64
08-10-97,1,DELHI,92
08-10-97,2,AHMEDABAD,105
08-10-97,2,RAJKOT,80
08-10-97,2,PANAJI,90
08-10-97,2,BHOPAL,70
08-10-97,2,INDORE,85
08-10-97,2,MUMBAI,100
08-10-97,2,NAGPUR,85
08-10-97,2,JAIPUR,85
08-10-97,2,JODHPUR,85
08-10-97,3,GUWAHATI,60
08-10-97,3,PATNA,70
08-10-97,3,SHILLONG,80
08-10-97,3,AIZAWL,NA
08-10-97,3,BHUBANESHWAR,90
08-10-97,3,CUTTACK,70
08-10-97,3,KOLKATA,90
08-10-97,3,AGARTALA,60
08-10-97,4,HYDERABAD,80
08-10-97,4,VIJAYAWADA,80
08-10-97,4,BANGALORE,60
08-10-97,4,THIRUVANANTHAPURAM,94.5
08-10-97,4,ERNAKULAM,99
08-10-97,4,CHENNAI,135
08-10-97,4,MADURAI,125
08-10-97,4,PONDICHERRY,108
15-10-97,1,HISAR,80
15-10-97,1,KARNAL,70
15-10-97,1,SHIMLA,120
15-10-97,1,MANDI,120
15-10-97,1,AMRITSAR,100
15-10-97,1,LUDHIANA,72
15-10-97,1,LUCKNOW,85
15-10-97,1,KANPUR,80
15-10-97,1,CHANDIGARH,66
15-10-97,1,DELHI,92
15-10-97,2,AHMEDABAD,105
15-10-97,2,RAJKOT,80
15-10-97,2,PANAJI,90
15-10-97,2,BHOPAL,80
15-10-97,2,INDORE,85
15-10-97,2,MUMBAI,100
15-10-97,2,NAGPUR,85
15-10-97,2,JAIPUR,85
15-10-97,2,JODHPUR,85
15-10-97,3,GUWAHATI,60
15-10-97,3,PATNA,70
15-10-97,3,SHILLONG,80
15-10-97,3,AIZAWL,NA
15-10-97,3,BHUBANESHWAR,90
15-10-97,3,CUTTACK,70
15-10-97,3,KOLKATA,90
15-10-97,3,AGARTALA,60
15-10-97,4,HYDERABAD,80
15-10-97,4,VIJAYAWADA,80
15-10-97,4,BANGALORE,60
15-10-97,4,THIRUVANANTHAPURAM,82
15-10-97,4,ERNAKULAM,99
15-10-97,4,CHENNAI,140
15-10-97,4,MADURAI,125
15-10-97,4,PONDICHERRY,108
22-10-97,1,HISAR,80
22-10-97,1,KARNAL,70
22-10-97,1,SHIMLA,132
22-10-97,1,MANDI,120
22-10-97,1,AMRITSAR,100
22-10-97,1,LUDHIANA,72
22-10-97,1,LUCKNOW,85
22-10-97,1,KANPUR,80
22-10-97,1,CHANDIGARH,66
22-10-97,1,DELHI,92
22-10-97,2,AHMEDABAD,105
22-10-97,2,RAJKOT,80
22-10-97,2,PANAJI,90
22-10-97,2,BHOPAL,80
22-10-97,2,INDORE,90
22-10-97,2,MUMBAI,100
22-10-97,2,NAGPUR,85
22-10-97,2,JAIPUR,85
22-10-97,2,JODHPUR,85
22-10-97,3,GUWAHATI,60
22-10-97,3,PATNA,70
22-10-97,3,SHILLONG,82
22-10-97,3,AIZAWL,NA
22-10-97,3,BHUBANESHWAR,90
22-10-97,3,CUTTACK,70
22-10-97,3,KOLKATA,90
22-10-97,3,AGARTALA,60
22-10-97,4,HYDERABAD,80
22-10-97,4,VIJAYAWADA,80
22-10-97,4,BANGALORE,60
22-10-97,4,THIRUVANANTHAPURAM,82
22-10-97,4,ERNAKULAM,99
22-10-97,4,CHENNAI,140
22-10-97,4,MADURAI,120
22-10-97,4,PONDICHERRY,108
29-10-97,1,HISAR,80
29-10-97,1,KARNAL,70
29-10-97,1,SHIMLA,132
29-10-97,1,MANDI,134
29-10-97,1,AMRITSAR,100
29-10-97,1,LUDHIANA,72
29-10-97,1,LUCKNOW,85
29-10-97,1,KANPUR,80
29-10-97,1,CHANDIGARH,66
29-10-97,1,DELHI,92
29-10-97,2,AHMEDABAD,108
29-10-97,2,RAJKOT,80
29-10-97,2,PANAJI,90
29-10-97,2,BHOPAL,90
29-10-97,2,INDORE,90
29-10-97,2,MUMBAI,100
29-10-97,2,NAGPUR,85
29-10-97,2,JAIPUR,85
29-10-97,2,JODHPUR,85
29-10-97,3,GUWAHATI,60
29-10-97,3,PATNA,70
29-10-97,3,SHILLONG,80
29-10-97,3,AIZAWL,NA
29-10-97,3,BHUBANESHWAR,90
29-10-97,3,CUTTACK,70
29-10-97,3,KOLKATA,90
29-10-97,3,AGARTALA,60
29-10-97,4,HYDERABAD,80
29-10-97,4,VIJAYAWADA,80
29-10-97,4,BANGALORE,60
29-10-97,4,THIRUVANANTHAPURAM,82
29-10-97,4,ERNAKULAM,80
29-10-97,4,CHENNAI,140
29-10-97,4,MADURAI,120
29-10-97,4,PONDICHERRY,108
05-11-97,1,HISAR,80
05-11-97,1,KARNAL,70
05-11-97,1,SHIMLA,132
05-11-97,1,MANDI,134
05-11-97,1,AMRITSAR,100
05-11-97,1,LUDHIANA,72
05-11-97,1,LUCKNOW,85
05-11-97,1,KANPUR,80
05-11-97,1,CHANDIGARH,66
05-11-97,1,DELHI,92
05-11-97,2,AHMEDABAD,105
05-11-97,2,RAJKOT,80
05-11-97,2,PANAJI,90
05-11-97,2,BHOPAL,90
05-11-97,2,INDORE,90
05-11-97,2,MUMBAI,100
05-11-97,2,NAGPUR,85
05-11-97,2,JAIPUR,85
05-11-97,2,JODHPUR,85
05-11-97,3,GUWAHATI,60
05-11-97,3,PATNA,70
05-11-97,3,SHILLONG,80
05-11-97,3,AIZAWL,NA
05-11-97,3,BHUBANESHWAR,90
05-11-97,3,CUTTACK,70
05-11-97,3,KOLKATA,90
05-11-97,3,AGARTALA,60
05-11-97,4,HYDERABAD,80
05-11-97,4,VIJAYAWADA,80
05-11-97,4,BANGALORE,60
05-11-97,4,THIRUVANANTHAPURAM,NA
05-11-97,4,ERNAKULAM,99
05-11-97,4,CHENNAI,140
05-11-97,4,MADURAI,120
05-11-97,4,PONDICHERRY,118
12-11-97,1,HISAR,80
12-11-97,1,KARNAL,70
12-11-97,1,SHIMLA,132
12-11-97,1,MANDI,134
12-11-97,1,AMRITSAR,100
12-11-97,1,LUDHIANA,72
12-11-97,1,LUCKNOW,85
12-11-97,1,KANPUR,80
12-11-97,1,CHANDIGARH,66
12-11-97,1,DELHI,92
12-11-97,2,AHMEDABAD,105
12-11-97,2,RAJKOT,80
12-11-97,2,PANAJI,90
12-11-97,2,BHOPAL,70
12-11-97,2,INDORE,80
12-11-97,2,MUMBAI,100
12-11-97,2,NAGPUR,85
12-11-97,2,JAIPUR,85
12-11-97,2,JODHPUR,85
12-11-97,3,GUWAHATI,60
12-11-97,3,PATNA,NA
12-11-97,3,SHILLONG,80
12-11-97,3,AIZAWL,NA
12-11-97,3,BHUBANESHWAR,90
12-11-97,3,CUTTACK,70
12-11-97,3,KOLKATA,100
12-11-97,3,AGARTALA,60
12-11-97,4,HYDERABAD,80
12-11-97,4,VIJAYAWADA,80
12-11-97,4,BANGALORE,60
12-11-97,4,THIRUVANANTHAPURAM,NA
12-11-97,4,ERNAKULAM,91
12-11-97,4,CHENNAI,140
12-11-97,4,MADURAI,120
12-11-97,4,PONDICHERRY,118
19-11-97,1,HISAR,80
19-11-97,1,KARNAL,70
19-11-97,1,SHIMLA,132
19-11-97,1,MANDI,134
19-11-97,1,AMRITSAR,100
19-11-97,1,LUDHIANA,72
19-11-97,1,LUCKNOW,90
19-11-97,1,KANPUR,80
19-11-97,1,CHANDIGARH,66
19-11-97,1,DELHI,92
19-11-97,2,AHMEDABAD,105
19-11-97,2,RAJKOT,80
19-11-97,2,PANAJI,90
19-11-97,2,BHOPAL,70
19-11-97,2,INDORE,80
19-11-97,2,MUMBAI,87
19-11-97,2,NAGPUR,85
19-11-97,2,JAIPUR,85
19-11-97,2,JODHPUR,85
19-11-97,3,GUWAHATI,60
19-11-97,3,PATNA,NA
19-11-97,3,SHILLONG,80
19-11-97,3,AIZAWL,NA
19-11-97,3,BHUBANESHWAR,90
19-11-97,3,CUTTACK,70
19-11-97,3,KOLKATA,100
19-11-97,3,AGARTALA,60
19-11-97,4,HYDERABAD,80
19-11-97,4,VIJAYAWADA,80
19-11-97,4,BANGALORE,60
19-11-97,4,THIRUVANANTHAPURAM,NA
19-11-97,4,ERNAKULAM,91
19-11-97,4,CHENNAI,140
19-11-97,4,MADURAI,132
19-11-97,4,PONDICHERRY,118
26-11-97,1,HISAR,80
26-11-97,1,KARNAL,70
26-11-97,1,SHIMLA,132
26-11-97,1,MANDI,134
26-11-97,1,AMRITSAR,100
26-11-97,1,LUDHIANA,72
26-11-97,1,LUCKNOW,90
26-11-97,1,KANPUR,80
26-11-97,1,CHANDIGARH,66
26-11-97,1,DELHI,92
26-11-97,2,AHMEDABAD,105
26-11-97,2,RAJKOT,80
26-11-97,2,PANAJI,90
26-11-97,2,BHOPAL,70
26-11-97,2,INDORE,80
26-11-97,2,MUMBAI,88
26-11-97,2,NAGPUR,85
26-11-97,2,JAIPUR,85
26-11-97,2,JODHPUR,85
26-11-97,3,GUWAHATI,60
26-11-97,3,PATNA,NA
26-11-97,3,SHILLONG,80
26-11-97,3,AIZAWL,NA
26-11-97,3,BHUBANESHWAR,90
26-11-97,3,CUTTACK,75
26-11-97,3,KOLKATA,100
26-11-97,3,AGARTALA,60
26-11-97,4,HYDERABAD,80
26-11-97,4,VIJAYAWADA,80
26-11-97,4,BANGALORE,60
26-11-97,4,THIRUVANANTHAPURAM,90.75
26-11-97,4,ERNAKULAM,104
26-11-97,4,CHENNAI,140
26-11-97,4,MADURAI,132
26-11-97,4,PONDICHERRY,118
03-12-97,1,HISAR,80
03-12-97,1,KARNAL,90
03-12-97,1,SHIMLA,132
03-12-97,1,MANDI,134
03-12-97,1,AMRITSAR,100
03-12-97,1,LUDHIANA,72
03-12-97,1,LUCKNOW,90
03-12-97,1,KANPUR,80
03-12-97,1,CHANDIGARH,66
03-12-97,1,DELHI,92
03-12-97,2,AHMEDABAD,105
03-12-97,2,RAJKOT,80
03-12-97,2,PANAJI,90
03-12-97,2,BHOPAL,90
03-12-97,2,INDORE,80
03-12-97,2,MUMBAI,100
03-12-97,2,NAGPUR,85
03-12-97,2,JAIPUR,85
03-12-97,2,JODHPUR,85
03-12-97,3,GUWAHATI,60
03-12-97,3,PATNA,NA
03-12-97,3,SHILLONG,80
03-12-97,3,AIZAWL,NA
03-12-97,3,BHUBANESHWAR,90
03-12-97,3,CUTTACK,70
03-12-97,3,KOLKATA,100
03-12-97,3,AGARTALA,65
03-12-97,4,HYDERABAD,84
03-12-97,4,VIJAYAWADA,80
03-12-97,4,BANGALORE,60
03-12-97,4,THIRUVANANTHAPURAM,90.75
03-12-97,4,ERNAKULAM,80
03-12-97,4,CHENNAI,140
03-12-97,4,MADURAI,125
03-12-97,4,PONDICHERRY,118
10-12-97,1,HISAR,80
10-12-97,1,KARNAL,90
10-12-97,1,SHIMLA,132
10-12-97,1,MANDI,134
10-12-97,1,AMRITSAR,100
10-12-97,1,LUDHIANA,72
10-12-97,1,LUCKNOW,90
10-12-97,1,KANPUR,80
10-12-97,1,CHANDIGARH,NA
10-12-97,1,DELHI,92
10-12-97,2,AHMEDABAD,105
10-12-97,2,RAJKOT,80
10-12-97,2,PANAJI,90
10-12-97,2,BHOPAL,70
10-12-97,2,INDORE,80
10-12-97,2,MUMBAI,100
10-12-97,2,NAGPUR,95
10-12-97,2,JAIPUR,85
10-12-97,2,JODHPUR,85
10-12-97,3,GUWAHATI,60
10-12-97,3,PATNA,70
10-12-97,3,SHILLONG,80
